Coords	Name	MIRNA	1A10-fastp-adapters-polyG-31bp-merged_condensed	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A12-fastp-adapters-polyG-31bp-merged_condensed	1A1-fastp-adapters-polyG-31bp-merged_condensed	1A2-fastp-adapters-polyG-31bp-merged_condensed	1A8-fastp-adapters-polyG-31bp-merged_condensed	1A9-fastp-adapters-polyG-31bp-merged_condensed	1B10-fastp-adapters-polyG-31bp-merged_condensed	1B11-fastp-adapters-polyG-31bp-merged_condensed	1B12-fastp-adapters-polyG-31bp-merged_condensed	1B1-fastp-adapters-polyG-31bp-merged_condensed	1B2-fastp-adapters-polyG-31bp-merged_condensed	1B5-fastp-adapters-polyG-31bp-merged_condensed	1B9-fastp-adapters-polyG-31bp-merged_condensed	1C10-fastp-adapters-polyG-31bp-merged_condensed	1C4-fastp-adapters-polyG-31bp-merged_condensed	1D10-fastp-adapters-polyG-31bp-merged_condensed	1D3-fastp-adapters-polyG-31bp-merged_condensed	1D4-fastp-adapters-polyG-31bp-merged_condensed	1D6-fastp-adapters-polyG-31bp-merged_condensed	1D8-fastp-adapters-polyG-31bp-merged_condensed	1D9-fastp-adapters-polyG-31bp-merged_condensed	1E10-fastp-adapters-polyG-31bp-merged_condensed	1E11-fastp-adapters-polyG-31bp-merged_condensed	1E12-fastp-adapters-polyG-31bp-merged_condensed	1E1-fastp-adapters-polyG-31bp-merged_condensed	1E3-fastp-adapters-polyG-31bp-merged_condensed	1E5-fastp-adapters-polyG-31bp-merged_condensed	1E9-fastp-adapters-polyG-31bp-merged_condensed	1F11-fastp-adapters-polyG-31bp-merged_condensed	1F4-fastp-adapters-polyG-31bp-merged_condensed	1F8-fastp-adapters-polyG-31bp-merged_condensed	1G5-fastp-adapters-polyG-31bp-merged_condensed	1H12-fastp-adapters-polyG-31bp-merged_condensed	1H7-fastp-adapters-polyG-31bp-merged_condensed	1H8-fastp-adapters-polyG-31bp-merged_condensed	2B2-fastp-adapters-polyG-31bp-merged_condensed	2B3-fastp-adapters-polyG-31bp-merged_condensed	2C1-fastp-adapters-polyG-31bp-merged_condensed	2C2-fastp-adapters-polyG-31bp-merged_condensed	2D2-fastp-adapters-polyG-31bp-merged_condensed	2E2-fastp-adapters-polyG-31bp-merged_condensed	2F1-fastp-adapters-polyG-31bp-merged_condensed	2G1-fastp-adapters-polyG-31bp-merged_condensed
ptg000008l:18858309-18858738	Cluster_4848	N	1	0	48	3	43	3	47	10	0	0	1	0	33	3	0	1	5	17	93	55	48	20	0	0	0	6	13	1	24	3	40	1	34	1	25	7	6	0	16	1	7	0	1	116
ptg000008l:18875812-18876241	Cluster_4849	N	4	0	16	11	298	6	303	12	0	0	55	9	71	3	0	1	32	187	27	69	37	56	0	0	0	11	26	5	12	10	30	1	294	2	55	4	7	16	288	29	7	0	1	53
ptg000008l:18881450-18881879	Cluster_4850	N	9	0	7	378	10	2	36	3	0	0	13	230	16	6	106	2	34	71	16	89	38	37	0	0	0	4	40	1	3	332	10	8	13	3	66	1	9	0	12	12	7	1	5	9
ptg000008l:18886650-18887080	Cluster_4851	N	0	0	0	1	1	0	9	3	11	0	4	3	3	0	0	25	4	3	4	4	3	1	0	0	0	2	2	33	0	0	4	0	5	0	26	0	0	504	2	484	2	0	0	2
ptg000008l:18919092-18919525	Cluster_4852	N	127	1	11	11	21	20	30	12	0	0	8	4	49	103	1	5	329	43	37	44	23	26	0	0	0	133	647	0	20	3	18	64	45	5	40	22	187	29	47	31	23	1	49	29
ptg000008l:18921798-18922227	Cluster_4853	N	33	0	8	0	52	41	62	6	0	1	1	3	9	38	0	4	73	22	22	23	4	12	0	0	0	27	151	2	7	6	7	23	38	13	63	41	52	28	45	42	4	23	24	9
ptg000008l:18989732-18990326	Cluster_4854	N	25	0	37	272	287	147	401	41	0	0	59	216	173	31	1	8	85	390	61	65	46	107	0	0	0	8	177	9	56	199	81	12	549	39	50	110	15	49	266	67	26	18	55	48
ptg000008l:19059903-19060327	Cluster_4855	N	0	0	0	179	0	0	1	0	0	0	25	64	8	0	28	1	0	94	0	7	0	0	0	0	0	0	1	0	0	111	0	0	0	0	1	0	0	0	1	0	0	0	0	3
ptg000008l:19114253-19114838	Cluster_4856	N	331	0	8	25	24	15	19	61	6	2	68	47	131	43	37	188	108	29	20	29	18	25	1	2	6	29	75	39	25	52	29	201	24	13	18	30	364	164	102	44	272	87	1060	47
ptg000008l:19143717-19144140	Cluster_4857	N	9	0	2	57	4	11	1	8	0	1	2	91	86	1	18	5	3	22	39	93	0	161	0	0	0	2	4	7	8	21	5	2	1	41	41	39	1	11	5	5	3	44	0	5
ptg000008l:19164812-19165237	Cluster_4858	N	30	0	4	15	104	0	2	37	0	0	6	8	40	27	4	2	5	24	78	19	0	38	0	0	0	42	3	1	23	0	7	29	5	19	8	23	3	11	42	11	9	8	7	0
ptg000008l:19177649-19178078	Cluster_4859	N	31	0	1	206	62	13	30	1	0	0	57	96	187	25	10	16	383	261	3	233	3	37	0	0	0	50	209	3	1	45	19	24	60	3	68	6	69	111	40	176	0	6	14	2
ptg000008l:19399793-19400209	Cluster_4860	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	510	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptg000008l:19442908-19443324	Cluster_4861	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptg000008l:19460671-19461100	Cluster_4862	N	5	0	84	1	28	3	52	4	0	0	2	42	16	0	1	1	1	0	123	69	9	0	0	0	0	1	103	3	85	0	89	4	19	0	1	6	3	0	24	106	17	2	0	1
ptg000008l:19542191-19543398	Cluster_4863	N	157	0	15	505	368	117	332	27	0	0	115	269	219	167	70	58	342	705	73	317	55	99	0	0	0	90	2325	10	44	235	55	134	513	30	152	52	640	559	341	589	32	26	76	57
ptg000008l:19543612-19544093	Cluster_4864	N	26	1	46	313	228	53	455	28	0	0	173	274	34	19	66	11	83	241	21	83	34	10	0	0	0	25	151	17	33	196	49	0	637	3	4	147	189	340	258	268	3	7	1	10
ptg000008l:19554774-19555186	Cluster_4865	N	5	2	8	0	0	0	18	4	0	0	19	0	35	2	0	55	0	0	7	0	13	0	0	0	0	12	24	2	2	0	5	1	0	1	0	0	0	126	5	266	0	0	0	8
ptg000008l:19562413-19562900	Cluster_4866	N	0	0	96	1	0	3	0	74	0	0	1	0	1	0	0	1	0	4	244	0	232	0	0	0	0	0	0	0	27	0	238	0	0	1	8	2	0	0	0	2	80	2	0	498
ptg000008l:19562933-19563360	Cluster_4867	N	0	0	85	0	0	3	0	80	0	0	5	0	0	0	0	1	0	59	398	2	142	0	0	0	0	1	0	0	139	0	156	0	0	3	19	3	1	0	1	1	105	1	0	120
ptg000008l:19615278-19615706	Cluster_4868	N	3	0	609	1	1	0	3	515	0	0	3	1	0	7	0	1	1	3	2527	0	213	0	0	0	0	1	11	0	796	0	1181	1	2	3	0	3	3	7	5	15	998	0	4	639
ptg000008l:19645977-19646398	Cluster_4869	N	0	0	59	45	1	14	0	1	0	0	2	7	117	2	5	1	1	12	30	118	4	31	0	0	0	1	25	0	3	4	6	1	16	23	52	16	3	5	0	0	9	7	1	24
ptg000008l:19656475-19656899	Cluster_4870	N	2	0	1	0	0	5	0	4	0	0	9	2	0	0	6	53	2	355	2	0	3	45	0	0	0	2	0	2	1	1	0	4	5	0	2	6	0	0	4	1	2	4	0	0
ptg000008l:19691739-19692180	Cluster_4871	N	295	0	0	1	3	0	1201	0	0	0	580	2	1	716	0	76	898	114	113	37	114	0	0	0	0	1	1763	0	0	0	75	109	1187	0	7	1	382	795	261	165	207	1	169	1
ptg000008l:19801815-19802782	Cluster_4872	N	54	2	75	85	86	264	375	24	1	9	114	71	660	41	25	178	284	647	147	243	239	276	1	0	0	73	474	1	51	61	285	41	167	131	65	303	496	454	88	343	146	115	61	276
ptg000008l:19820791-19821216	Cluster_4873	N	3	0	0	0	45	1	91	2	0	0	0	0	18	32	0	15	31	0	8	143	0	12	0	0	0	4	106	0	1	0	2	0	87	0	21	0	0	55	28	15	21	0	6	8
ptg000008l:19853057-19853481	Cluster_4874	N	4	0	1	16	5	1	4	4	0	0	1	20	139	0	47	4	4	285	2	81	9	58	0	0	0	8	3	0	1	8	12	4	1	1	218	5	0	239	8	348	4	1	8	8
ptg000008l:19866795-19867235	Cluster_4875	N	34	0	19	1	6	16	11	6	10	295	0	2	1	17	2	1	28	2	15	789	12	664	113	5	35	22	14	5	7	1	27	2	18	2	440	29	0	4	5	22	7	4	6	22
ptg000008l:19926919-19927338	Cluster_4876	N	4	0	4	55	1	0	0	2	73	511	2	2	1	0	2	3	5	1	0	3	2	0	178	2605	2284	1	5	3	0	1	0	1	1	1	3	3	41	8	0	1	9	0	2	2
ptg000008l:19931737-19932513	Cluster_4877	N	0	0	79	175	51	197	100	80	0	0	33	129	120	3	47	17	5	207	114	65	113	89	0	0	0	1	2	4	90	212	146	0	122	30	100	64	2	78	91	144	19	20	0	240
ptg000008l:19934464-19934894	Cluster_4878	N	1	0	47	54	125	1	130	1	0	0	8	50	0	2	11	10	1	78	136	2	27	0	0	0	0	0	19	3	6	42	223	4	806	0	3	3	7	288	151	373	23	0	2	48
ptg000008l:19966120-19966544	Cluster_4879	N	2	0	59	4	21	7	25	32	0	0	33	4	7	4	0	0	8	72	130	7	69	1	0	0	0	4	9	2	40	1	67	2	26	3	14	7	6	8	27	7	63	2	1	73
ptg000008l:19999964-20000393	Cluster_4880	N	5	0	0	0	0	0	0	1	0	0	27	0	202	1	0	9	3	137	4	300	6	0	0	0	0	3	2	0	7	1	8	0	1	1	0	2	0	59	2	51	4	0	1	5
ptg000008l:20012388-20012810	Cluster_4881	N	7	0	21	1	17	4	49	6	0	0	13	2	65	2	1	0	22	24	37	67	24	18	0	0	0	10	76	0	14	0	39	8	54	1	22	6	6	7	22	16	11	0	4	48
ptg000008l:20082603-20083263	Cluster_4882	N	21	0	62	62	256	31	207	42	0	0	25	43	89	35	14	9	98	140	129	87	64	71	0	0	0	77	139	3	35	17	73	23	386	12	42	33	77	50	257	73	27	9	15	59
ptg000008l:20083772-20084201	Cluster_4883	N	22	0	23	15	170	48	133	11	0	0	6	20	35	15	10	10	48	45	57	24	17	17	0	0	0	40	59	2	13	13	33	13	214	22	17	48	57	59	164	81	11	13	7	19
ptg000008l:20135287-20135832	Cluster_4884	N	26	0	9	1	10	3	7	1	1	0	97	0	174	4	1	25	16	122	17	226	0	7	0	0	0	18	0	4	2	0	1	3	2	2	2	38	0	36	1	247	6	3	8	0
ptg000008l:20154690-20155109	Cluster_4885	N	0	0	1	0	9	289	0	0	0	0	21	0	0	5	0	4	0	52	12	8	0	9	0	0	0	0	0	0	0	0	0	0	1	18	0	39	0	51	0	11	3	12	1	0
ptg000008l:20240273-20240701	Cluster_4886	N	2	0	5	0	5	0	1	1	0	0	59	1	6	29	0	0	243	856	2	3	0	2	0	0	0	2	95	1	1	1	18	40	20	0	3	3	0	0	6	0	1	0	4	51
ptg000008l:20437726-20438155	Cluster_4887	N	0	3	189	0	0	0	0	116	0	0	0	0	217	1	0	1	0	23	315	105	60	50	0	0	0	0	0	0	253	1	189	1	1	1	20	0	0	3	0	9	136	0	1	232
ptg000008l:20465046-20465455	Cluster_4888	N	6	0	6	5	39	8	8	4	0	0	4	0	56	38	1	28	70	76	20	9	1	23	0	0	0	6	59	8	40	1	4	9	9	8	16	18	30	79	23	79	3	8	11	0
ptg000008l:20544265-20545092	Cluster_4889	N	230	0	222	55	157	29	300	196	0	0	489	39	2405	313	14	240	839	1606	333	2133	175	1281	0	0	0	371	1466	67	165	31	325	169	303	9	881	24	482	1285	160	1596	121	15	125	184
ptg000008l:20545094-20546066	Cluster_4890	N	120	0	366	7	1320	4	712	662	3	0	158	8	1199	106	1	54	518	1272	417	848	266	372	0	0	0	86	919	6	209	32	338	98	1321	6	250	9	279	116	540	228	196	4	70	371
ptg000008l:20547044-20547486	Cluster_4891	N	25	1	35	39	118	95	221	18	0	5	36	43	115	11	17	16	94	165	93	106	111	54	3	0	0	23	115	1	45	40	60	15	172	36	61	84	45	60	102	88	42	36	14	101
ptg000008l:20548672-20549154	Cluster_4892	N	18	0	19	9	116	29	183	15	0	0	12	17	41	27	4	12	106	59	97	53	62	22	0	0	0	48	142	4	38	13	56	25	195	17	39	25	60	78	95	127	34	3	11	66
ptg000008l:20553257-20553857	Cluster_4893	N	16	0	4	0	1	0	0	2	19	321	31	0	56	7	0	2	59	178	2	85	1	54	366	6	58	42	99	1	0	1	3	15	0	0	74	2	51	66	0	89	0	0	5	2
ptg000008l:20567950-20568359	Cluster_4894	N	6	0	2	0	4	0	1	1	0	0	0	1	276	29	1	1	10	1	2	170	2	142	0	0	0	1	4	0	3	0	0	0	0	0	33	0	3	14	3	0	0	0	2	0
ptg000008l:20569864-20570291	Cluster_4895	N	10	0	29	7	13	1	9	22	0	2	25	8	97	9	0	1	22	6	57	73	44	47	0	0	0	12	54	0	35	4	63	16	15	0	25	0	18	12	3	15	34	1	4	49
ptg000008l:20585129-20585896	Cluster_4896	N	75	0	231	609	71	43	12	146	0	1	4	222	151	21	56	2	270	3	197	181	552	45	0	0	0	216	167	1	130	142	132	103	58	2	22	135	38	6	84	14	95	454	29	480
ptg000008l:20611172-20611601	Cluster_4897	N	0	0	4	24	10	1	0	0	0	0	140	7	0	2	5	16	2	989	5	0	0	1	0	0	0	6	1	1	2	9	2	0	3	0	4	0	0	60	8	91	1	0	0	0
ptg000008l:20611603-20612031	Cluster_4898	N	25	0	7	2	10	0	2	12	0	0	33	1	170	24	10	1	87	444	22	59	0	157	0	0	0	29	63	6	14	15	0	9	11	0	54	0	28	0	13	88	0	0	18	11
ptg000008l:20630188-20630721	Cluster_4899	N	9	0	351	108	291	1	212	95	0	0	27	85	480	59	36	1	855	62	189	239	297	80	0	0	0	7	594	24	16	129	40	62	313	22	15	1	62	44	51	507	32	6	1	159
ptg000008l:20635879-20636556	Cluster_4900	N	65	0	12	1	12	2	22	69	0	0	1	1	76	0	0	15	17	62	91	165	237	0	0	0	0	38	27	8	17	1	259	67	0	0	76	0	7	0	6	91	236	31	28	48
ptg000008l:20746733-20747161	Cluster_4901	N	9	0	29	15	46	32	149	13	0	0	11	9	0	3	5	3	38	34	33	0	50	0	0	0	0	11	59	2	22	12	33	3	104	13	0	17	13	34	56	51	11	7	8	60
ptg000008l:20758660-20759176	Cluster_4902	N	0	0	99	13	2	5	5	47	0	1	32	4	707	0	2	0	0	56	103	1551	212	270	0	0	0	0	0	1	66	7	267	0	2	0	231	0	2	0	1	8	68	0	0	310
ptg000008l:20761428-20761829	Cluster_4903	N	5	0	18	18	5	1	79	1	0	0	9	13	28	5	8	0	31	36	16	33	12	14	0	0	0	10	42	6	16	12	21	12	64	0	9	0	9	9	5	42	16	7	1	18
ptg000008l:20815668-20816096	Cluster_4904	N	1	0	59	160	153	33	2	25	0	0	25	139	333	2	49	1	3	120	86	530	81	137	0	0	0	0	4	0	34	143	106	80	2	31	151	54	2	1	2	0	42	8	1	108
ptg000008l:20816368-20816797	Cluster_4905	N	4	0	2	0	1	0	1	10	0	0	0	0	322	11	0	0	137	1	3	375	22	38	0	0	0	53	153	0	1	0	4	2	2	0	43	0	14	0	1	0	4	0	8	1
ptg000008l:20854654-20855079	Cluster_4906	N	28	0	20	83	144	6	2	36	0	0	95	37	36	52	27	15	42	44	164	24	3	45	0	0	0	226	39	4	49	9	79	18	55	23	20	43	32	56	37	49	61	21	5	18
ptg000008l:21031832-21032511	Cluster_4907	N	10	0	100	8	50	7	79	21	0	0	3	15	77	13	4	6	65	22	76	100	76	68	0	0	0	36	145	1	78	28	51	20	127	7	40	14	62	20	45	67	90	6	3	86
ptg000008l:21177715-21178142	Cluster_4908	N	1	1	0	0	0	0	0	1	0	0	1	0	27	2	0	3	3	0	2	34	0	2	0	0	0	1	0	0	2	1	1	0	2	3	1	3	1	2024	0	77	0	0	0	2
ptg000008l:21230104-21230530	Cluster_4909	N	0	0	1	0	102	0	200	0	0	0	2	0	1	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	194	0	0	1	0	0	107	1	0	0	0	0
ptg000008l:21240778-21241206	Cluster_4910	N	0	0	1	3	0	3	87	2	0	0	3	1	15	2	4	0	207	47	4	11	3	4	0	0	0	0	364	1	2	25	3	42	117	0	3	0	4	2	6	7	4	1	3	38
ptg000008l:21283346-21283772	Cluster_4911	N	8	0	33	59	11	0	1	22	0	0	33	39	162	21	13	9	13	160	249	10	6	113	0	0	0	24	46	1	67	2	17	7	47	1	24	7	33	146	36	62	145	2	26	21
ptg000008l:21303188-21303588	Cluster_4912	N	17	0	27	23	13	2	5	16	0	0	1	22	10	14	4	1	41	24	32	8	44	22	0	0	0	13	41	3	16	30	27	5	44	0	2	8	4	13	13	25	11	0	2	15
ptg000008l:21313357-21314394	Cluster_4913	N	1117	0	436	207	6619	0	8506	151	0	1	0	146	0	1061	13	3	4630	1	933	0	508	0	0	0	0	1987	7121	2	193	191	490	862	7681	0	6	1	2824	14	6087	27	465	1	859	635
ptg000008l:21350603-21351020	Cluster_4914	N	0	0	1	0	0	0	0	0	0	0	0	3	119	6	0	2	0	5	44	130	1	40	0	0	0	3	3	2	31	0	6	0	2	0	48	0	2	321	0	78	7	10	0	3
ptg000008l:21439111-21439538	Cluster_4915	N	8	0	12	11	24	1	23	7	0	2	1	13	12	8	5	9	19	11	16	21	15	5	0	0	2	0	25	2	10	2	16	2	34	10	8	20	7	75	19	112	9	6	3	14
ptg000008l:21500079-21500499	Cluster_4916	N	22	0	3	2	20	14	20	14	0	0	6	3	67	14	6	24	31	92	17	38	25	47	0	0	0	9	54	1	17	0	3	5	18	10	13	37	39	95	23	26	8	6	5	27
ptg000008l:21835576-21836025	Cluster_4917	N	3	0	16	39	19	92	63	17	0	0	11	31	97	8	18	11	26	70	32	37	35	24	0	0	0	7	62	0	19	74	40	1	20	13	7	28	20	71	16	31	11	18	2	57
ptg000008l:21894160-21894578	Cluster_4918	N	2	0	4	17	11	1	0	7	0	0	12	4	4	6	4	21	19	12	29	5	1	7	0	0	0	48	26	9	2	3	41	5	7	5	6	10	9	18	9	89	20	14	0	7
ptg000008l:22011866-22013158	Cluster_4919	N	792	0	68	155	143	178	190	51	0	0	500	122	2287	791	66	118	2058	2079	130	2604	70	1151	1	0	0	912	4390	20	73	82	91	606	224	41	890	164	1339	457	117	604	47	39	400	91
ptg000008l:22013416-22014082	Cluster_4920	N	79	0	34	66	16	4	32	22	0	0	60	36	103	79	20	6	215	276	50	149	41	46	0	0	0	78	414	7	57	48	68	49	38	2	55	5	109	43	11	52	25	2	43	44
ptg000008l:22042173-22042601	Cluster_4921	N	1	0	1	1	0	4	0	0	0	0	16	1	0	0	0	0	2	13497	0	1	11	1	0	0	0	6	1	2	1	0	2	2	1	7	0	1	9	12	0	119	2	3	1	4
ptg000008l:22114391-22114819	Cluster_4922	N	0	0	49	70	0	88	0	57	0	0	24	31	3	2	22	15	1	81	324	1	29	1	0	0	0	0	0	7	0	22	0	0	1	48	0	0	1	160	0	53	68	0	0	54
ptg000008l:22171576-22172765	Cluster_4923	N	244	0	7	170	46	59	54	32	1	0	124	189	268	204	93	15	1045	128	18	209	22	662	0	0	1	132	576	4	22	240	17	460	68	34	60	65	1230	69	79	122	12	8	158	21
ptg000008l:22229296-22229714	Cluster_4924	N	0	0	242	2	0	290	1	110	0	0	0	0	2	0	0	2	0	2	925	63	637	213	0	0	0	1	0	1	86	1	806	1	0	273	153	339	0	6	0	0	657	603	1	245
ptg000008l:22337900-22339077	Cluster_4925	N	3762	1	1	84	509	234	499	1	0	0	0	134	1295	2599	56	67	12168	2	5	1808	0	455	0	0	0	5432	15108	77	1	90	1	2576	758	222	1093	146	5935	663	502	1402	0	58	1672	0
ptg000008l:22339527-22339954	Cluster_4926	N	21	0	5	30	2	31	1	3	0	0	2	13	177	24	2	11	63	13	0	224	4	60	0	0	0	64	103	2	0	9	0	5	0	20	68	29	25	81	0	75	0	3	3	4
ptg000008l:22399985-22400431	Cluster_4927	N	59	0	13	751	135	14	86	13	0	0	125	239	37	38	81	2	113	309	6	14	0	66	0	0	0	90	135	0	57	128	14	38	47	2	29	27	78	121	23	137	0	12	20	0
ptg000008l:22401567-22401992	Cluster_4928	N	0	0	24	0	0	0	107	2	0	0	0	43	68	1	72	6	0	39	0	0	0	20	0	0	0	0	0	0	0	2	0	0	210	18	101	56	0	119	1	111	1	0	0	25
ptg000008l:22458035-22458464	Cluster_4929	N	12	0	15	26	25	21	54	20	0	0	97	23	15	10	4	2	2	107	29	19	5	8	0	0	0	1	31	0	5	18	66	4	65	6	17	9	7	34	41	54	23	6	8	0
ptg000008l:22502287-22503124	Cluster_4930	N	1	0	1	4	14	29	54	0	0	0	0	5	847	0	0	257	0	0	3	102	2	121	0	0	0	1	3	102	0	3	1	1	256	20	58	48	2	11258	14	1220	1	5	0	1
ptg000008l:22552156-22552585	Cluster_4931	N	0	0	55	12	2	23	7	10	0	0	9	5	9	0	2	7	1	60	166	12	59	12	0	0	2	3	0	2	20	8	65	0	10	14	4	25	3	61	4	127	43	9	0	103
ptg000008l:22580310-22580747	Cluster_4932	N	18	0	10	163	3	4	0	6	0	0	51	155	24	24	36	2	82	239	28	0	17	18	0	0	0	32	111	0	20	121	0	8	2	3	43	3	46	14	4	39	8	3	14	0
ptg000008l:22625441-22625868	Cluster_4933	N	1	0	1	6	0	0	0	0	0	0	0	0	776	0	1	1	3	0	1	163	0	291	0	0	0	1	0	1	0	0	1	1	1	0	84	0	1	1	0	0	1	0	0	2
ptg000008l:22644625-22645049	Cluster_4934	N	0	0	1	58	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	76	1	0	0	1	313	1	0	1	1	0	0	1	0	0
ptg000008l:22698811-22699240	Cluster_4935	N	1	0	53	3	0	1	0	118	0	0	11	4	4	6	1	4	3	30	68	0	61	1	0	0	0	0	7	0	32	1	101	1	0	0	1	0	7	2	3	40	24	3	0	52
ptg000008l:22816368-22816798	Cluster_4936	N	12	0	13	27	22	6	61	15	0	0	113	24	17	12	1	6	73	112	30	24	75	9	1	0	0	26	43	0	5	16	0	5	65	5	50	7	12	17	35	154	19	5	10	78
ptg000008l:23087871-23088274	Cluster_4937	N	8	0	22	1	48	4	103	5	0	0	9	0	8	7	1	10	4	24	34	6	33	0	0	0	0	11	54	1	4	1	23	6	101	0	2	0	23	15	47	24	24	0	6	41
ptg000008l:23088605-23089031	Cluster_4938	N	24	0	18	30	58	6	57	7	0	0	46	6	96	38	4	7	108	1	13	103	26	56	0	0	0	27	100	0	12	12	15	18	28	1	33	4	59	67	46	104	20	0	16	20
ptg000008l:23089700-23090130	Cluster_4939	N	9	0	3	40	2	3	4	0	0	0	197	16	81	17	0	9	27	605	2	97	1	23	0	0	0	26	91	5	1	77	2	14	7	6	60	7	56	107	1	151	3	1	22	0
ptg000008l:23159136-23159562	Cluster_4940	N	26	0	16	1	33	77	4	5	0	0	2	0	1	20	0	1	42	1	45	0	31	0	0	1	0	29	62	0	24	2	31	17	4	24	0	50	24	5	19	30	35	61	15	28
ptg000008l:23169247-23169671	Cluster_4941	N	5	0	7	31	5	4	17	2	0	0	1	67	2	2	1	2	0	95	61	4	2	27	0	0	0	1	3	2	1	161	2	4	0	0	2	4	1	0	141	0	5	1	2	2
ptg000008l:23220803-23221219	Cluster_4942	N	3	0	8	3	7	6	16	3	0	402	2	1	2	30	3	0	6	1	19	11	3	3	0	0	4	11	0	1	2	2	3	3	5	3	1	1	8	5	21	4	17	5	8	3
ptg000008l:23221292-23221714	Cluster_4943	N	0	1	20	31	20	58	5	0	3	5	123	1	92	1	14	5	16	278	19	10	2	12	4	0	5	7	28	0	26	60	46	1	35	30	2	38	0	34	2	5	0	28	0	33
ptg000008l:23249963-23250392	Cluster_4944	N	86	0	0	0	0	0	0	0	0	1	0	1	0	65	2	2	191	0	0	1	0	0	0	0	0	86	493	0	0	2	1	59	0	0	0	0	113	1	0	0	0	1	36	0
ptg000008l:23251665-23252406	Cluster_4945	N	36	0	10	39	139	94	46	39	1	0	118	18	458	22	22	91	128	148	143	391	5	150	0	1	0	77	193	25	57	44	4	47	106	19	2	14	52	417	91	668	46	12	24	10
ptg000008l:23270236-23270663	Cluster_4946	N	11	0	22	2	28	20	30	11	0	0	43	5	26	0	3	0	14	206	34	19	23	25	0	0	0	11	27	0	22	40	40	9	52	9	18	28	11	0	32	2	11	6	3	20
ptg000008l:23399418-23399971	Cluster_4947	N	28	0	163	22	2	75	11	7	0	0	38	275	33	16	3	2	19	128	141	36	36	36	0	0	0	18	84	0	15	44	37	6	1	59	19	61	36	54	0	86	10	68	7	18
ptg000008l:23444784-23445220	Cluster_4948	N	175	0	58	24	1	3	2	22	0	0	236	25	41432	162	7	19	1987	3	1	6541	115	0	0	0	0	0	1	6	26	28	1	168	1	1	2565	2	304	369	2	0	1	0	1	0
ptg000008l:23467465-23468263	Cluster_4949	N	25	0	95	10	26	24	522	23	0	0	264	33	85	203	22	5	25	305	110	9	98	52	0	0	0	18	4	2	50	4	20	13	506	19	6	20	30	69	71	1	60	6	14	31
ptg000008l:23568089-23568682	Cluster_4950	N	203	0	624	30	76	27	145	111	0	0	52	33	1485	147	13	28	707	26	958	119	714	64	0	0	0	434	1245	78	25	46	643	46	285	14	66	47	327	1496	47	201	167	15	126	1837
ptg000008l:23749198-23749622	Cluster_4951	N	3	0	0	0	1	2	9	2	0	0	31	4	0	76	4	7	0	84	18	0	11	0	0	0	0	11	400	13	15	0	1	21	0	1	0	4	64	2	4	0	6	1	23	0
ptg000008l:23770669-23771256	Cluster_4952	N	71	0	11	261	66	101	17	33	0	0	15	112	179	38	185	41	83	352	256	105	63	92	0	0	0	74	130	0	222	0	94	41	72	63	44	138	55	297	83	191	66	5	27	73
ptg000008l:23772016-23772443	Cluster_4953	N	4	0	5	5	1	0	185	2	0	0	10	0	34	3	0	1	116	339	12	60	66	55	0	0	0	53	314	1	7	3	2	5	0	1	0	0	0	27	55	142	3	0	1	5
ptg000008l:23772860-23773509	Cluster_4954	N	0	0	1	4	45	0	1210	0	0	1	3	4	0	0	0	0	0	20	0	1	0	0	2	1	1	0	0	0	0	3	1	0	608	0	0	1	0	1	143	0	0	0	5	2
ptg000008l:23776696-23777542	Cluster_4955	N	60	0	4	20	150	9	350	0	0	0	54	26	12	33	5	21	132	19	8	14	0	8	0	0	0	43	191	7	2	76	6	60	16	2	21	9	53	3	30	91	60	7	0	4
ptg000008l:23814684-23815114	Cluster_4956	N	0	0	143	43	5	1	2	2	0	0	4	20	2	2	4	0	35	152	8	177	227	189	0	0	0	0	4	0	155	16	4	1	8	2	0	0	8	5	4	4	4	0	1	163
ptg000008l:23816011-23816441	Cluster_4957	N	35	0	26	60	2	9	3	12	0	0	5	18	192	33	12	0	54	72	25	90	35	146	0	0	0	39	134	0	555	27	50	24	4	2	86	5	44	9	1	12	9	0	12	41
ptg000008l:23824408-23824956	Cluster_4958	N	136	0	42	107	179	30	270	65	1	0	5	78	350	40	0	0	1281	4	124	230	16	174	0	0	0	166	376	0	73	47	621	75	408	14	145	46	54	1	218	3	57	7	359	319
ptg000008l:23879711-23880140	Cluster_4959	N	45	0	28	1	109	54	55	25	0	0	40	1	148	30	0	2	107	214	28	105	24	113	0	0	0	83	129	0	20	0	56	19	162	1	90	101	34	8	119	7	7	15	21	20
