Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_394:152122-152546	Cluster_4552	N	16	27	0	22	0	0	0	1	30	0	0	0	0	0	5	0	0	35	1	101	3	2	3	1	0	4	2	0	0	27	22	0	6	0	0	0	66
Porites_evermani_scaffold_394:154246-154670	Cluster_4553	N	17	22	0	49	1	0	0	9	8	1	0	1	144	0	58	1	2	65	3	30	102	5	52	146	1	1	2	1	0	63	6	0	6	0	0	0	56
Porites_evermani_scaffold_395:42758-43187	Cluster_4554	N	0	64	0	6	0	0	0	0	624	0	0	0	66	1	46	0	11	44	0	1	18	0	62	21	0	0	0	0	0	16	26	0	0	0	0	0	4
Porites_evermani_scaffold_395:230079-230514	Cluster_4555	N	1	12	0	35	18	0	0	3	77	0	0	2	12	29	44	1	5	41	2	134	32	22	89	87	6	14	1	0	0	8	35	0	150	0	0	0	23
Porites_evermani_scaffold_395:238444-238848	Cluster_4556	N	2	12	0	12	10	0	0	2	22	0	0	8	28	6	20	0	3	12	1	136	44	6	22	39	0	1	3	5	0	12	21	0	89	0	0	0	21
Porites_evermani_scaffold_395:245388-245816	Cluster_4557	N	0	3	0	0	1	0	0	0	5	0	1	0	0	1	0	1	2	1	0	43	2	1	606	2	5	0	0	0	0	0	1	0	1	0	0	0	5
Porites_evermani_scaffold_396:32902-33424	Cluster_4558	N	104	58	0	91	4	0	0	16	745	0	1	8	294	54	14	0	28	486	2	115	28	10	11	469	2	8	3	0	0	161	25	0	78	0	0	0	185
Porites_evermani_scaffold_396:33469-33894	Cluster_4559	N	35	6	0	27	4	0	0	3	99	0	0	3	161	18	9	0	17	174	1	18	23	0	5	145	0	4	1	0	0	59	14	0	32	0	0	0	69
Porites_evermani_scaffold_396:81631-82055	Cluster_4560	N	1	2	0	1	1	0	0	0	1	0	0	0	228	2	19	0	2	9	0	439	2	5	1	12	0	0	0	0	0	0	1	0	2	0	0	0	15
Porites_evermani_scaffold_396:83234-83662	Cluster_4561	N	13	2	0	1	2	0	0	1	129	0	0	0	180	16	4	0	86	32	0	9	26	0	22	233	1	0	0	0	0	4	2	0	4	0	0	0	6
Porites_evermani_scaffold_396:134659-135085	Cluster_4562	N	4	2	0	12	0	0	0	1	49	0	0	0	111	4	1	0	6	60	0	21	56	1	2	102	0	0	0	0	0	3	2	0	11	0	0	0	2
Porites_evermani_scaffold_396:244638-245067	Cluster_4563	N	2	1	0	1	0	0	0	2	2	0	0	1	1216	3	1	0	0	12	0	9	8	0	0	4	4	11	0	0	0	4	29	0	5	0	0	0	3
Porites_evermani_scaffold_396:252730-253286	Cluster_4564	N	37	0	0	0	6	0	0	2	3	0	0	0	685	3	5	0	113	78	0	4	2	0	3	896	0	0	0	0	0	3	0	0	6	0	0	0	5
Porites_evermani_scaffold_397:120045-120500	Cluster_4565	N	3	56	0	55	3	0	0	0	152	0	0	25	91	41	48	0	31	88	2	91	110	4	115	52	7	0	0	1	0	85	55	0	2055	0	0	0	58
Porites_evermani_scaffold_397:247318-247746	Cluster_4566	N	0	27	0	0	1	0	0	0	293	0	0	0	14	14	1	0	15	0	3	24	150	0	0	5	0	4	0	0	0	2	0	0	0	0	0	0	1
Porites_evermani_scaffold_397:255755-256184	Cluster_4567	N	11	46	0	50	53	0	0	2	84	0	1	10	121	75	100	0	25	70	2	379	81	43	119	173	39	0	18	23	0	19	119	0	264	0	2	0	181
Porites_evermani_scaffold_398:90954-91642	Cluster_4568	N	98	1247	0	673	767	19	0	113	3802	17	3	1838	1242	2635	1438	20	219	1450	22	3359	1616	357	7967	1843	303	727	174	382	1	1089	2984	0	6453	0	63	0	1399
Porites_evermani_scaffold_398:104592-105243	Cluster_4569	N	33	51	1	14	378	5	0	7	520	29	4	204	175	426	181	2	46	275	5	955	12	133	517	624	94	68	91	21	0	78	154	0	835	0	3	0	248
Porites_evermani_scaffold_399:115119-115534	Cluster_4570	N	2	7	0	6	3	0	0	0	22	1	0	1	27	11	6	0	1	19	1	48	7	15	14	26	1	3	2	11	0	8	32	0	58	0	1	0	13
Porites_evermani_scaffold_399:150168-150584	Cluster_4571	N	1	2	0	9	10	0	0	0	25	1	0	0	7	13	15	0	2	8	1	120	11	3	9	14	5	1	0	3	0	2	38	0	68	0	0	0	18
Porites_evermani_scaffold_399:235652-236069	Cluster_4572	N	0	112	0	10	11	3	0	2	20	0	5	0	0	32	68	0	3	23	0	86	55	45	37	0	0	1	0	8	0	12	94	0	88	0	0	0	38
Porites_evermani_scaffold_399:239414-239839	Cluster_4573	N	8	140	0	84	0	0	0	11	112	0	0	3	7	6	2	0	4	162	3	13	78	1	4	81	2	0	7	1	0	74	5	0	2	0	0	0	6
Porites_evermani_scaffold_399:254746-255169	Cluster_4574	N	2	43	0	2	0	0	0	0	8	0	0	346	131	6	39	0	0	1	0	1	29	0	6	35	4	0	0	0	0	18	9	5	31	0	0	0	1
Porites_evermani_scaffold_400:74326-74743	Cluster_4575	N	1	1	0	2	1	0	0	0	9	0	0	0	1	1	0	0	36	33	0	283	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Porites_evermani_scaffold_401:246817-253062	Cluster_4576	N	1147	2687	1	2353	226	23	1	404	11700	1	29	46	22425	1857	2462	4	2848	15637	48	6320	3710	266	3957	9034	135	147	88	68	0	3923	1096	0	923	0	4	0	3032
Porites_evermani_scaffold_402:102742-103154	Cluster_4577	N	0	330	0	1	0	0	0	151	5	0	0	165	0	0	1	1	0	0	59	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Porites_evermani_scaffold_402:151879-152307	Cluster_4578	N	2	4	0	4	1	0	0	23	16	0	0	0	1	2	5	0	4	1478	0	2	1	0	25	16	0	3	1	0	0	2	8	0	2	0	0	0	1
Porites_evermani_scaffold_402:183836-184266	Cluster_4579	N	3	0	1	4	1	0	0	0	17	0	0	6	37	10	1	0	4	38	0	200	9	9	1	727	0	6	1	3	0	48	45	0	2	0	0	0	7
Porites_evermani_scaffold_402:196470-196899	Cluster_4580	N	5	20	0	46	4	0	0	3	59	0	0	2	152	82	4	0	28	108	0	228	80	2	10	174	0	0	0	0	0	1	16	0	6	0	0	0	132
Porites_evermani_scaffold_402:203611-204032	Cluster_4581	N	4	7	0	49	2	0	0	0	6	0	0	28	8	206	12	0	18	4	1	25	231	4	3	2	0	2	0	1	0	40	9	0	20	0	0	0	38
Porites_evermani_scaffold_402:206492-207593	Cluster_4582	N	1220	7	0	3	66	0	0	3	61	0	3	229	72	503	0	1	660	92	0	45	695	10	0	101	0	137	1	3	0	16	2981	0	7419	0	4	0	12293
Porites_evermani_scaffold_402:209326-210067	Cluster_4583	N	58	80	0	167	21	0	0	27	469	0	1	10	26	152	59	0	171	739	6	23	146	3	73	136	12	32	13	4	0	56	81	0	185	0	0	0	669
Porites_evermani_scaffold_402:220411-220840	Cluster_4584	N	119	2	0	18	7	0	0	4	9	0	0	2	40	72	79	0	61	64	0	25	107	2	347	152	5	4	0	0	0	22	91	0	135	0	0	0	678
Porites_evermani_scaffold_402:261708-262136	Cluster_4585	N	43	25	0	37	5	0	0	3	22	0	0	0	38	25	26	2	13	30	1	395	59	17	7	194	7	16	0	4	0	57	11	0	4	0	0	0	47
Porites_evermani_scaffold_402:264581-265008	Cluster_4586	N	23	18	0	85	7	0	0	3	98	0	1	0	71	14	15	0	39	247	1	232	69	12	16	106	3	2	1	3	0	79	6	0	5	0	0	0	35
Porites_evermani_scaffold_402:265694-266122	Cluster_4587	N	10	14	0	4	1	0	0	1	28	0	0	1	119	9	25	1	2	27	0	444	69	24	7	100	4	3	3	8	0	16	7	0	7	0	0	0	16
Porites_evermani_scaffold_403:13964-14402	Cluster_4588	N	1	11	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	492	0	1	0	971	0	0	3	7	0	0	0	0	1	0	0	0	6
Porites_evermani_scaffold_403:164518-165095	Cluster_4589	N	0	14	0	22	3	0	0	12	16	0	0	4	1221	39	8	0	32	410	0	1	15	0	100	55	2	20	0	0	0	92	66	0	0	0	0	0	0
Porites_evermani_scaffold_403:250144-250547	Cluster_4590	N	0	2	0	43	1	1	0	4	39	0	1	0	224	2	5	0	1	190	0	0	24	0	8	28	0	6	0	0	0	52	25	0	0	0	0	0	0
Porites_evermani_scaffold_403:251556-251985	Cluster_4591	N	0	60	0	46	0	0	0	4	499	0	0	1	184	22	39	0	12	194	2	0	20	0	38	499	3	2	3	0	0	66	56	0	0	0	0	0	0
Porites_evermani_scaffold_403:254157-255003	Cluster_4592	N	1	1	0	2172	2	0	0	248	45	0	1	3	158	74	33	4	24	5283	0	142	2147	0	33	187	0	1	0	0	0	3774	42	0	1	0	0	0	4
Porites_evermani_scaffold_403:257574-258169	Cluster_4593	N	0	29	0	99	1	2	0	12	283	0	0	5	301	42	41	1	23	347	1	6	40	5	63	203	1	8	0	0	0	151	57	0	1	0	0	0	5
Porites_evermani_scaffold_403:258279-258815	Cluster_4594	N	0	47	0	138	3	0	0	21	398	0	0	3	443	81	103	0	28	693	2	12	106	1	120	413	2	7	3	0	0	242	80	0	6	0	0	0	7
Porites_evermani_scaffold_403:261577-262006	Cluster_4595	N	36	43	0	31	0	0	0	0	859	0	0	1	92	0	5	0	11	44	2	8	71	1	13	45	0	20	2	0	0	24	34	0	0	0	0	0	46
Porites_evermani_scaffold_403:269161-269831	Cluster_4596	N	0	30	0	71	0	0	0	16	391	0	0	0	2	0	0	0	0	464	1	0	0	0	0	380	0	0	1	0	0	110	0	0	0	0	0	0	0
Porites_evermani_scaffold_403:270488-270915	Cluster_4597	N	0	14	0	33	0	0	0	2	249	0	0	0	7	0	0	0	0	197	5	0	4	0	1	208	0	0	0	0	0	70	2	0	0	0	0	0	0
Porites_evermani_scaffold_403:272568-272983	Cluster_4598	N	0	77	0	48	0	0	0	9	476	0	0	0	1	1	9	0	0	318	4	3	29	1	10	9	1	0	6	0	0	5	13	0	3	0	0	0	4
Porites_evermani_scaffold_403:275233-275825	Cluster_4599	N	744	1035	0	1250	38	2	0	240	38471	0	0	54	8571	431	755	0	535	13577	48	930	1321	32	1354	8955	33	194	45	4	0	1416	1044	0	723	0	1	0	1330
Porites_evermani_scaffold_404:80106-80849	Cluster_4600	N	78	34	0	58	30	1	0	11	199	0	3	5	846	175	74	0	168	252	2	441	360	30	74	661	2	6	1	2	0	102	59	0	154	0	1	0	279
Porites_evermani_scaffold_404:80996-81425	Cluster_4601	N	31	19	0	20	5	0	0	7	71	0	1	1	410	66	21	1	61	51	0	120	78	4	18	325	1	1	0	0	0	21	14	0	38	0	0	0	75
Porites_evermani_scaffold_404:82223-82650	Cluster_4602	N	12	11	0	27	8	0	0	8	117	0	0	1	320	57	18	1	41	118	0	97	75	4	21	272	0	1	0	0	0	24	16	0	20	0	0	0	54
Porites_evermani_scaffold_404:83338-83746	Cluster_4603	N	16	9	0	7	4	0	0	0	40	0	0	1	100	31	5	0	25	27	0	109	55	2	14	196	0	1	0	0	0	12	10	0	15	0	0	0	42
Porites_evermani_scaffold_404:142075-142491	Cluster_4604	N	0	0	0	5	8	0	0	64	0	0	0	36	0	4	0	0	0	1	0	151	3	0	0	2	0	0	0	0	2	47	0	0	0	0	0	0	12
Porites_evermani_scaffold_404:186200-186617	Cluster_4605	N	8	8	0	5	1	4	0	0	22	0	0	2	44	16	14	0	5	89	0	113	22	4	20	151	9	1	8	4	0	19	17	0	15	0	0	0	18
Porites_evermani_scaffold_404:213278-213883	Cluster_4606	N	15	6	0	35	1	0	0	9	8	0	0	4	40	33	54	0	39	125	0	87	66	1	54	486	0	0	0	0	0	60	20	0	2	0	0	0	72
Porites_evermani_scaffold_404:244302-244729	Cluster_4607	N	5	31	0	32	0	0	0	0	48	0	0	1	199	0	5	0	0	124	0	0	60	1	3	1	0	1	0	0	0	10	5	0	0	0	0	0	21
Porites_evermani_scaffold_405:216-908	Cluster_4608	N	13	14	0	49	2	0	0	11	108	0	0	20	855	60	7	0	52	549	1	41	13	0	31	298	0	0	0	0	0	70	1	0	16	0	0	0	9
Porites_evermani_scaffold_405:9800-10229	Cluster_4609	N	10	15	0	23	0	0	0	8	527	0	0	0	636	5	0	0	3	333	3	4	40	0	0	127	0	0	0	0	0	32	0	0	0	0	0	0	8
Porites_evermani_scaffold_405:34208-34633	Cluster_4610	N	0	0	0	44	1	0	0	1	210	0	0	0	204	21	0	0	12	79	0	73	37	1	3	101	0	0	0	0	0	5	42	0	3	0	0	0	72
Porites_evermani_scaffold_405:40810-41237	Cluster_4611	N	1	9	0	14	0	0	0	1	54	0	0	0	286	15	3	0	12	121	0	20	4	0	4	125	3	0	0	0	0	19	1	0	0	0	0	0	1
Porites_evermani_scaffold_405:42257-42769	Cluster_4612	N	2	16	0	75	3	1	0	7	63	0	0	0	333	25	2	0	1	317	1	28	34	0	1	44	0	0	0	0	0	139	6	0	23	0	0	0	23
Porites_evermani_scaffold_405:46526-46942	Cluster_4613	N	2	6	0	15	0	0	0	5	40	0	0	0	295	42	3	0	12	228	0	13	7	0	6	168	0	0	0	0	0	27	0	0	23	0	0	0	7
Porites_evermani_scaffold_405:49966-50696	Cluster_4614	N	16	15	0	160	10	3	0	27	109	0	1	4	20408	257	11	0	106	5735	3	65	34	16	23	13329	0	20	0	0	0	587	166	0	1	0	0	0	115
Porites_evermani_scaffold_405:63241-63999	Cluster_4615	N	22	86	0	20	9	5	0	3	568	0	5	4	701	95	104	2	56	126	4	437	222	17	200	468	8	11	6	4	0	36	57	0	170	0	1	0	97
Porites_evermani_scaffold_405:85276-85687	Cluster_4616	N	5	0	0	13	1	0	0	4	48	0	0	0	232	14	3	0	8	213	0	18	11	0	7	51	0	0	0	0	0	35	0	0	0	0	0	0	2
Porites_evermani_scaffold_405:90389-90818	Cluster_4617	N	3	2	0	43	0	0	0	14	73	0	0	0	281	34	9	0	16	287	1	0	16	3	4	154	0	2	0	0	0	50	3	0	5	0	0	0	11
Porites_evermani_scaffold_405:97456-98917	Cluster_4618	N	14	84	0	158	11	0	0	26	1369	0	1	0	990	173	37	0	226	2362	6	79	78	10	25	466	0	3	9	0	0	578	50	0	2	0	0	0	47
Porites_evermani_scaffold_405:99471-99949	Cluster_4619	N	10	29	0	123	2	0	0	15	159	0	2	0	84	82	0	0	80	562	0	84	98	0	15	87	0	0	0	0	0	165	3	0	13	0	0	0	55
Porites_evermani_scaffold_405:100632-101060	Cluster_4620	N	6	6	0	17	0	0	0	3	144	0	2	0	231	43	11	0	36	185	0	28	27	0	21	109	0	0	0	0	0	61	12	0	15	0	0	0	23
Porites_evermani_scaffold_405:101165-101752	Cluster_4621	N	32	3	0	132	1	0	0	7	34	0	2	0	411	101	6	0	175	619	0	25	164	0	8	428	0	1	0	0	0	178	3	0	11	0	0	0	18
Porites_evermani_scaffold_405:103420-103849	Cluster_4622	N	4	3	0	14	2	0	0	0	103	1	0	0	43	99	1	0	27	96	1	83	17	0	3	360	0	2	0	0	0	21	40	0	0	0	0	0	70
Porites_evermani_scaffold_405:106147-106872	Cluster_4623	N	9	0	0	45	0	0	0	10	0	0	0	0	4413	154	1	0	23	519	0	136	171	0	5	1015	0	0	0	5	0	84	14	0	145	0	0	0	54
Porites_evermani_scaffold_405:107432-107960	Cluster_4624	N	351	0	0	201	70	0	0	109	1	0	10	0	811	810	0	0	2105	4149	0	570	97	19	1	1820	0	0	0	3	0	578	15	0	104	0	0	0	742
Porites_evermani_scaffold_405:115893-116415	Cluster_4625	N	165	0	0	190	21	0	0	106	2	0	3	0	684	307	0	1	1275	2790	1	154	239	0	1	2903	0	0	0	0	0	324	37	0	66	0	0	0	152
Porites_evermani_scaffold_405:116418-116842	Cluster_4626	N	4	0	0	8	12	0	0	5	0	0	0	0	46	229	0	2	24	76	0	80	60	0	1	79	0	6	0	0	0	19	49	0	23	0	0	0	38
Porites_evermani_scaffold_405:138296-138703	Cluster_4627	N	10	0	0	4	2	0	0	5	0	0	0	0	79	42	0	0	8	126	0	36	18	0	0	143	0	0	0	0	0	19	7	0	2	0	0	0	20
Porites_evermani_scaffold_405:146187-147109	Cluster_4628	N	69	479	0	157	18	0	0	35	6178	0	2	3	1035	199	0	1	288	1697	12	128	185	1	2	6631	0	7	6	4	7	292	31	1	39	0	1	0	179
Porites_evermani_scaffold_405:147722-148217	Cluster_4629	N	31	49	0	284	17	0	0	46	360	0	0	0	522	208	0	0	179	1086	0	22	384	4	0	709	0	1	0	0	0	543	7	0	108	0	0	0	283
Porites_evermani_scaffold_405:149343-150023	Cluster_4630	N	54	49	0	239	2	1	0	38	385	0	1	3	390	112	0	1	148	1436	3	119	149	1	0	1434	5	0	1	0	0	524	56	0	24	0	0	0	243
Porites_evermani_scaffold_405:152656-153737	Cluster_4631	N	424	1	0	258	57	0	0	57	4	0	6	28	1298	1082	0	4	1337	2248	0	2368	1194	81	3	4128	0	71	0	24	0	547	455	0	572	0	2	0	1044
Porites_evermani_scaffold_405:157944-159411	Cluster_4632	N	0	361	0	617	13	0	0	87	2969	0	3	7	4688	367	446	0	345	2785	17	1239	1	32	414	2513	25	28	18	5	0	1185	177	0	0	0	0	0	0
Porites_evermani_scaffold_405:164571-165039	Cluster_4633	N	50	406	0	293	4	4	0	45	1425	0	0	5	487	95	99	0	41	762	36	1	3	0	67	718	16	299	94	0	0	362	684	0	0	0	0	0	307
Porites_evermani_scaffold_405:171510-173040	Cluster_4634	N	187	414	0	1192	133	9	0	133	3495	0	10	25	4556	1365	1224	0	1417	4086	9	1418	45	46	1815	3106	86	75	13	6	0	1679	333	0	220	0	0	0	754
Porites_evermani_scaffold_405:184159-184592	Cluster_4635	N	0	47	0	7	0	0	0	7	898	0	0	0	411	50	3	0	1	74	4	34	4	0	2	76	0	0	0	0	0	34	5	0	0	0	0	0	5
Porites_evermani_scaffold_405:186488-186916	Cluster_4636	N	1	41	0	16	1	0	0	8	519	0	0	0	157	9	1	0	0	36	4	22	6	0	6	85	0	0	3	0	0	34	10	0	11	0	0	0	0
Porites_evermani_scaffold_405:190670-191115	Cluster_4637	N	7	42	0	52	4	0	0	1	118	0	0	0	329	104	32	0	70	383	0	78	45	2	32	150	0	0	0	0	0	96	26	0	1	0	0	0	26
Porites_evermani_scaffold_405:194685-195114	Cluster_4638	N	1	3	0	2	0	0	0	1	64	0	0	4	303	43	7	0	6	163	0	27	10	0	10	195	0	0	0	0	0	6	1	0	0	0	0	0	8
Porites_evermani_scaffold_405:203938-204369	Cluster_4639	N	13	10	0	33	0	0	0	7	418	0	0	0	342	16	6	0	24	298	0	2	21	1	22	189	0	0	0	0	0	56	0	0	0	0	0	0	4
Porites_evermani_scaffold_405:205463-205891	Cluster_4640	N	4	27	0	76	1	0	0	5	41	0	0	0	67	65	1	0	17	131	0	5	47	0	5	9	0	0	0	0	0	78	5	0	28	0	0	0	32
Porites_evermani_scaffold_405:208766-209194	Cluster_4641	N	3	4	0	17	2	1	0	0	35	0	0	0	309	41	19	0	10	167	0	106	17	0	47	63	0	1	0	0	0	54	13	0	0	0	0	0	16
Porites_evermani_scaffold_405:210428-210857	Cluster_4642	N	7	10	0	51	0	0	0	47	570	0	0	0	164	6	4	0	6	783	8	100	9	1	18	116	0	0	14	0	0	122	1	0	0	0	0	0	15
Porites_evermani_scaffold_405:212707-213569	Cluster_4643	N	169	91	0	514	26	5	0	93	1316	0	3	6	6494	383	288	1	769	3678	4	1219	719	67	306	3548	4	5	3	5	0	794	91	0	249	0	3	2	489
Porites_evermani_scaffold_405:215638-216385	Cluster_4644	N	5	30	0	52	0	2	0	18	204	0	0	0	1827	98	19	0	23	734	1	43	23	2	32	316	0	2	2	0	0	109	12	0	1	0	0	0	17
Porites_evermani_scaffold_405:217419-217848	Cluster_4645	N	2	4	0	9	0	0	0	6	18	0	1	0	108	24	1	0	7	126	0	74	6	0	7	54	0	9	0	0	0	11	6	0	0	0	0	0	11
Porites_evermani_scaffold_405:218359-218775	Cluster_4646	N	3	6	0	14	0	0	0	5	26	0	0	0	217	30	5	0	12	115	1	4	3	1	7	102	0	0	0	4	0	16	1	0	0	0	0	0	3
Porites_evermani_scaffold_405:234704-235132	Cluster_4647	N	5	14	0	18	2	0	0	4	134	0	0	0	156	18	9	0	10	234	1	23	15	0	16	94	0	0	0	0	0	53	8	0	0	0	0	0	7
Porites_evermani_scaffold_405:248689-249117	Cluster_4648	N	11	65	0	0	0	0	0	1	914	0	0	0	471	28	13	2	95	320	1	28	127	1	17	2607	0	0	8	0	0	7	0	0	0	0	0	0	9
Porites_evermani_scaffold_406:17409-17840	Cluster_4649	N	21	2	0	0	1	0	0	0	727	0	0	0	0	3	1	5	2	0	5	0	183	9	0	0	0	8	7	0	0	0	2	0	31	0	0	0	3
Porites_evermani_scaffold_406:106709-107509	Cluster_4650	N	2	6	0	30	5	1	0	16	80	0	2	2	886	110	7	2	0	969	0	131	524	5	74	97	2	3	1	2	0	64	23	0	27	0	0	0	64
Porites_evermani_scaffold_406:109533-109961	Cluster_4651	N	2	2	0	9	0	0	0	1	46	0	0	0	644	4	8	0	0	133	0	0	0	0	3	16	2	0	1	0	0	14	1	0	12	0	0	0	9
Porites_evermani_scaffold_406:110052-110457	Cluster_4652	N	1	2	0	15	0	1	0	3	55	0	0	0	561	0	5	0	0	179	0	1	0	0	15	4	2	0	0	0	0	42	0	0	0	0	0	0	1
Porites_evermani_scaffold_406:161667-162248	Cluster_4653	N	0	4	0	2	0	0	0	2	2	0	0	7	66	2	223	1	0	19	0	52	199	0	134	173	9	18	0	2	0	8	336	0	3	0	0	0	3
Porites_evermani_scaffold_406:207628-208056	Cluster_4654	N	5	6	0	38	2	0	0	3	61	0	0	1	98	14	16	0	11	138	1	32	28	0	18	46	1	4	0	0	0	7	19	0	18	0	0	0	32
Porites_evermani_scaffold_407:1482-1936	Cluster_4655	N	45	20	0	38	6	0	0	3	165	0	0	2	56	53	75	0	53	145	0	193	93	11	70	285	2	30	0	0	0	65	66	0	7	0	0	0	93
Porites_evermani_scaffold_407:8617-10821	Cluster_4656	N	9	72	0	371	2	0	0	35	862	0	0	4	2066	8	92	1	1	2576	0	1283	577	19	156	2627	10	16	3	0	0	733	210	0	16	0	0	0	54
Porites_evermani_scaffold_407:15163-15586	Cluster_4657	N	2	11	0	4	0	1	0	0	69	0	0	0	191	10	1	1	2	80	0	42	24	3	2	168	0	2	0	0	0	17	5	0	3	0	0	0	6
Porites_evermani_scaffold_407:19064-20778	Cluster_4658	N	927	875	1	33	1	0	0	42	14265	0	0	0	864	23	571	3	16	209	50	3464	2014	122	679	14752	31	1	89	31	0	38	12	0	607	0	0	0	2101
Porites_evermani_scaffold_407:21703-22131	Cluster_4659	N	4	1	0	22	0	0	0	1	26	0	0	0	124	0	0	0	1	73	0	337	32	0	3	56	0	0	0	0	0	6	1	0	3	0	0	0	23
Porites_evermani_scaffold_407:24317-24908	Cluster_4660	N	0	10	0	23	0	0	0	5	151	0	0	1	459	9	2	0	6	180	1	40	26	2	0	315	0	0	0	0	0	48	11	0	27	0	0	0	6
Porites_evermani_scaffold_407:25057-25457	Cluster_4661	N	0	10	0	2	0	0	0	0	3	0	0	2	155	0	0	0	0	53	1	88	17	0	0	103	0	4	0	0	0	15	4	0	0	0	0	0	0
Porites_evermani_scaffold_407:27275-27848	Cluster_4662	N	1	15	0	69	1	0	0	10	234	0	0	0	634	6	0	0	7	499	2	64	90	0	2	341	0	7	0	3	0	90	41	0	0	0	0	0	5
Porites_evermani_scaffold_407:29866-30298	Cluster_4663	N	2	10	0	68	0	0	0	10	239	0	0	1	381	2	3	0	12	354	1	74	39	0	3	303	0	6	0	3	0	90	40	0	0	0	0	0	5
Porites_evermani_scaffold_407:39476-40131	Cluster_4664	N	17	24	0	57	0	0	0	11	193	0	0	0	481	18	4	0	19	415	2	154	62	3	8	826	0	3	0	1	0	84	32	0	1	0	0	0	4
Porites_evermani_scaffold_407:40842-41689	Cluster_4665	N	1	48	0	84	0	0	0	21	482	0	0	12	1265	15	2	0	4	761	0	267	167	8	6	902	0	26	2	0	0	145	154	0	0	0	0	0	1
Porites_evermani_scaffold_407:44424-44852	Cluster_4666	N	0	36	0	108	0	0	0	12	137	0	0	0	410	0	1	0	0	360	1	813	130	37	0	497	0	11	4	0	0	157	39	0	0	0	0	0	0
Porites_evermani_scaffold_407:44880-45307	Cluster_4667	N	18	18	0	74	1	0	0	6	166	0	0	2	341	48	0	0	24	459	0	46	110	2	19	186	1	1	0	1	0	39	34	0	4	0	0	0	74
Porites_evermani_scaffold_407:46794-47222	Cluster_4668	N	0	1	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	1	115	27	0	1	191	0	1	0	0	0	0	6	0	2	0	0	0	0
Porites_evermani_scaffold_407:47593-49057	Cluster_4669	N	105	120	1	58	17	2	0	13	1171	1	3	10	646	204	30	11	143	473	1	1269	1202	23	50	2028	2	18	1	2	0	90	382	0	58	0	1	0	185
Porites_evermani_scaffold_407:50416-50882	Cluster_4670	N	4	41	0	0	2	0	0	3	460	0	0	0	165	20	3	0	78	27	1	339	180	18	14	341	0	5	2	0	0	3	14	0	5	0	0	0	12
Porites_evermani_scaffold_407:51156-52481	Cluster_4671	N	50	93	0	110	11	0	0	14	731	0	3	3	645	153	44	1	181	512	3	548	529	0	94	1225	3	2	1	5	0	202	73	0	23	0	0	0	189
Porites_evermani_scaffold_407:53253-54069	Cluster_4672	N	32	33	0	77	4	0	0	7	352	0	0	7	273	97	38	0	58	114	3	172	182	2	53	1547	3	25	3	1	0	88	73	0	21	0	0	0	72
Porites_evermani_scaffold_407:55735-56162	Cluster_4673	N	2	24	0	5	0	0	0	0	85	0	0	0	28	7	0	0	7	49	1	96	64	1	4	176	0	1	1	0	0	1	6	0	0	0	0	0	19
